NCES,Low,High , Name, District, County, Address, City, State, ZIP, Phone,Locale,Charter,Students,Teachers,Ratio,Free ,Reduced , Certified,Type,Status
390463502527,KG,5,Merwin Elementary School,West Clermont Local,Clermont County,1040 Gaskins Rd,Cincinnati,OH,45245,(513)947-7800,Suburb: Large,No,609,34.35,17.73,172,28,–,Regular,Open
390500903836,PK,5,Mesopotamia Elementary School,Bloomfield-Mespo Local,Trumbull County,PO Box 229,Mesopotamia,OH,44439,(440)693-4125,Rural: Distant,No,112,10.00,11.20,61,18,–,Regular,Open
390149005710,6,12,Metro Early College High School,Metro Early College High School,Franklin County,1929 Kenny Rd,Columbus,OH,43210,(614)259-6639,City: Large,No,876,45.20,19.38,250,60,–,Regular,Open
390486203317,KG,5,Miami East Elementary,Miami East Local,Miami County,4025 North State Route 589,Casstown,OH,45312,(937)335-5439,Rural: Fringe,No,630,†,†,–,–,3,Regular,Open
390486203320,9,12,Miami East High School,Miami East Local,Miami County,3925 N State Route 589,Casstown,OH,45312,(937)335-7070,Rural: Fringe,No,478,41.54,11.51,27,14,–,Regular,Open
390486203319,6,8,Miami East Junior High School,Miami East Local,Miami County,4025 N State Route 589,Casstown,OH,45312,(937)335-5439,Rural: Fringe,No,305,†,†,100,38,–,Regular,Open
390441005959,7,12,Miami School,Hamilton City,Butler County,140 Ross Ave,Hamilton,OH,45013,(513)887-5033,Suburb: Large,No,333,9.00,37.00,–,–,3,Regular,Open
391001005367,PK,5,Miami Trace Elementary School,Miami Trace Local,Fayette County,3836 State Route 41 NW,Washington,OH,43160,(740)333-2400,Rural: Fringe,No,"1,157",59.00,19.61,367,98,–,Regular,Open
391001002702,9,12,Miami Trace High School,Miami Trace Local,Fayette County,300 Bloomingburg New Holland Rd NE,Washington Court House,OH,43160,(740)333-4700,Rural: Fringe,No,808,35.00,23.09,201,55,–,Regular,Open
391001002696,6,8,Miami Trace Middle School,Miami Trace Local,Fayette County,3800 State Route 41 NW,Washington Court House,OH,43160,(740)333-4900,Rural: Fringe,No,608,30.00,20.27,196,37,–,Regular,Open
390024104688,KG,8,Miami Valley Academies,Miami Valley Academies,Montgomery County,5656 Springboro Pike,Dayton,OH,45449,(937)294-4522,Suburb: Large,Yes,119,13.50,8.81,–,–,59,Regular,Open
390512804076,6,12,Miami Valley Ctc,Miami Valley Career Tech,Montgomery County,6800 Hoke Rd,Englewood,OH,45315,(937)837-7781,Suburb: Large,No,"1,647",0.00,†,–,–,3,Vocational,Open
390512804668,10,12,Miami Valley Ctc Alternative,Miami Valley Career Tech,Montgomery County,6800 Hoke Rd,Englewood,OH,45315,(937)226-1741,City: Midsize,No,33,4.00,8.25,–,–,3,Vocational,Open
390462702497,PK,6,Miami View Elementary School,Southeastern Local,Clark County,230 Clifton Rd,South Charleston,OH,45368,(937)462-8364,Rural: Distant,No,420,†,†,83,19,–,Regular,Open
390473802880,KG,5,Miami Whitewater Elementary School,Southwest Local,Hamilton County,9850 West Rd,Harrison,OH,45030,(513)367-5577,Town: Fringe,No,670,33.71,19.88,224,38,–,Regular,Open
390443901313,9,12,Miamisburg High School,Miamisburg City,Montgomery County,1860 Belvo Rd,Miamisburg,OH,45342,(937)866-0771,Suburb: Large,No,"1,557",67.67,23.01,415,92,–,Regular,Open
390443901316,6,8,Miamisburg Middle School,Miamisburg City,Montgomery County,8668 Miamisburg Springboro Rd,Miamisburg,OH,45342,(937)865-0011,Suburb: Large,No,"1,160",58.10,19.97,422,83,–,Regular,Open
390443906218,KG,12,Miamisburg Online School,Miamisburg City,Montgomery County,540 Park Ave,Miamisburg,OH,45342,(937)866-3381,Suburb: Large,No,0,0.00,†,†,†,†,Regular,Open
390435100091,KG,1,Michigan Primary School,Ashtabula Area City,Ashtabula County,2304 Wade Ave,Ashtabula,OH,44004,(440)992-1250,Rural: Fringe,No,349,21.00,16.62,–,–,187,Regular,Open
390499305342,KG,4,Middlebranch Elementary School,Plain Local,Stark County,7500 Middlebranch Ave NE,Canton,OH,44721,(330)491-3750,Suburb: Large,No,521,22.01,23.67,142,22,–,Regular,Open
390002701572,KG,8,Middlebury Academy,Middlebury Academy,Summit County,88 Kent St,Akron,OH,44305,(330)752-2766,City: Midsize,Yes,145,13.00,11.15,–,–,103,Regular,Open
390444001329,9,12,Middletown High School,Middletown City,Butler County,601 N Breiel Blvd,Middletown,OH,45042,(513)420-4500,Suburb: Small,No,"1,753",75.47,23.23,–,–,698,Regular,Open
390444001322,6,8,Middletown Middle School,Middletown City,Butler County,551 N BREIEL BLVD,Middletown,OH,45042,(513)420-4528,Suburb: Small,No,941,50.19,18.75,–,–,514,Regular,Open
390019404718,KG,8,Middletown Preparatory & Fitness Academy,Middletown Preparatory & Fitness Academy,Butler County,816 2nd Ave,Middletown,OH,45044,(513)424-6110,Suburb: Small,Yes,287,34.00,8.44,–,–,120,Regular,Open
390043504994,6,8,Midnimo Cross Cultural Middle School,Midnimo Cross Cultural Middle School,Franklin County,2740 Airport Dr Ste 300,Columbus,OH,43219,(614)261-7480,City: Large,Yes,134,7.00,19.14,–,–,80,Regular,Open
390502803900,KG,5,Midvale Elementary School,Indian Valley Local,Tuscarawas County,PO Box 337,Midvale,OH,44653,(330)339-1191,Town: Distant,No,427,†,†,122,58,–,Regular,Open
390481705463,5,6,Midview East Intermediate School,Midview Local,Lorain County,13060 Durkee Rd,Grafton,OH,44044,(877)644-6338,Suburb: Midsize,No,421,21.25,19.81,158,29,–,Regular,Open
390481703140,9,12,Midview High School,Midview Local,Lorain County,38199 Capel Rd,Grafton,OH,44044,(440)748-2124,Suburb: Midsize,No,767,49.20,15.59,267,65,–,Regular,Open
390481703141,7,8,Midview Middle School,Midview Local,Lorain County,12865 GRAFTON RD,Grafton,OH,44044,(440)748-2122,Suburb: Midsize,No,439,27.60,15.91,163,40,–,Regular,Open
390481703137,KG,2,Midview North Elementary School,Midview Local,Lorain County,13070 Durkee Rd,Grafton,OH,44044,(440)748-6869,Suburb: Midsize,No,518,28.45,18.21,203,36,–,Regular,Open
390481706139,9,12,Midview Virtual Programming,Midview Local,Lorain County,38199 Capel Rd,Grafton,OH,44044,(440)748-5377,Suburb: Midsize,No,56,0.00,†,–,–,3,Regular,Open
390481703138,3,4,Midview West Elementary School,Midview Local,Lorain County,13080 Durkee Rd,Grafton,OH,44044,(440)748-2305,Suburb: Midsize,No,523,26.05,20.08,197,44,–,Regular,Open
390437500349,PK,6,Midway School,Cincinnati Public Schools,Hamilton County,3156 Glenmore Ave,Cincinnati,OH,45211,(513)363-3500,City: Large,No,561,30.64,18.31,–,–,294,Regular,Open
390438000684,6,8,Mifflin Alternative Middle School,Columbus City Schools District,Franklin County,3000 Agler Rd,Columbus,OH,43219,(614)365-5474,City: Large,No,361,29.00,12.45,–,–,239,Regular,Open
390494503601,KG,4,Mifflin Elementary School,Madison Local,Richland County,441 Reed Rd,Mansfield,OH,44903,(419)589-6517,Suburb: Small,No,263,†,†,104,23,–,Regular,Open
390438000683,9,12,Mifflin High School,Columbus City Schools District,Franklin County,3245 Oak Spring St,Columbus,OH,43219,(614)365-5466,City: Large,No,749,46.00,16.28,–,–,465,Regular,Open
390437800514,PK,8,Miles Park School,Cleveland Municipal,Cuyahoga County,4090 E 93rd St,Cleveland,OH,44105,(216)838-4450,City: Large,No,348,21.00,16.57,–,–,345,Regular,Open
390437800513,PK,8,Miles School,Cleveland Municipal,Cuyahoga County,11918 Miles Ave,Cleveland,OH,44105,(216)838-5250,City: Large,No,233,18.00,12.94,–,–,230,Regular,Open
390455006095,11,12,Milford Academy,Milford Exempted Village,Clermont County,1039 Main St,Milford,OH,45150,(513)831-1314,Suburb: Large,No,63,5.00,12.60,–,–,3,Regular,Open
390455002253,7,8,Milford Junior High School,Milford Exempted Village,Clermont County,5735 Pleasant Hill Rd,Milford,OH,45150,(513)831-1900,Suburb: Large,No,"1,047",49.00,21.37,166,30,–,Regular,Open
390455005125,PK,PK,Milford Preschool and Extended Day,Milford Exempted Village,Clermont County,1039 State Route 28,Milford,OH,45150,(513)831-9690,Suburb: Large,No,194,8.00,24.25,39,4,–,Regular,Open
390455002252,9,12,Milford Sr High School,Milford Exempted Village,Clermont County,1 Eagles Way,Milford,OH,45150,(513)831-2990,Suburb: Large,No,"1,850",100.25,18.45,244,39,–,Regular,Open
390443001232,6,8,Milkovich Middle School,Maple Heights City,Cuyahoga County,19800 Stafford Ave,Maple Heights,OH,44137,(216)438-6000,Suburb: Large,No,733,43.00,17.05,–,–,431,Regular,Open
390454700784,PK,4,Mill Valley Elementary School,Marysville Exempted Village,Union County,633 Mill Wood Blvd,Marysville,OH,43040,(937)642-3822,Town: Distant,No,413,19.60,21.07,64,19,–,Regular,Open
390490600306,PK,6,Millcreek Elementary School,Southern Local,Perry County,10397 State Route 155 SE,Corning,OH,43730,(740)721-0522,Rural: Distant,No,362,26.00,13.92,–,–,3,Regular,Open
390502703895,KG,6,Miller Avenue Elementary School,Garaway Local,Tuscarawas County,840 Miller Ave SW,Sugarcreek,OH,44681,(330)852-2441,Rural: Distant,No,186,13.00,14.31,37,27,–,Regular,Open
390493603569,KG,5,Miller City Elementary School,Miller City-New Cleveland Local,Putnam County,PO Box 38,Miller City,OH,45864,(419)876-3174,Rural: Distant,No,243,17.67,13.75,–,–,3,Regular,Open
390493603570,9,12,Miller City High School,Miller City-New Cleveland Local,Putnam County,PO Box 38,Miller City,OH,45864,(419)876-3173,Rural: Distant,No,178,14.34,12.41,23,21,–,Regular,Open
390493603571,6,8,Miller City Middle School,Miller City-New Cleveland Local,Putnam County,PO Box 38,Miller City,OH,45864,(419)876-3174,Rural: Distant,No,121,4.99,24.25,–,–,3,Regular,Open
390491705823,PK,KG,Miller Elementary School,Aurora City,Portage County,646 S Chillicothe Rd,Aurora,OH,44202,(330)562-6199,Suburb: Large,No,281,12.50,22.48,13,2,–,Regular,Open
390490603478,7,12,Miller High School,Southern Local,Perry County,10397 State Route 155 SE,Corning,OH,43730,(740)721-0521,Rural: Distant,No,249,20.00,12.45,–,–,246,Regular,Open
390444001334,PK,5,Miller Ridge Elementary School,Middletown City,Butler County,4704 Miller Road,Middletown,OH,45042,(513)420-4559,Suburb: Small,No,406,21.80,18.62,–,–,151,Regular,Open
390434804409,4,8,Miller-South Visual Performing Arts,Akron City,Summit County,1055 East Ave,Akron,OH,44307,(330)761-1765,City: Midsize,No,344,32.50,10.58,–,–,107,Regular,Open
390476902947,KG,5,Millersburg Elementary School,West Holmes Local,Holmes County,430 E Jackson St,Millersburg,OH,44654,(330)674-5681,Town: Distant,No,379,22.00,17.23,107,28,–,Regular,Open
390469002694,KG,5,Millersport Elementary School,Walnut Township Local,Fairfield County,11850 Lancaster St,Millersport,OH,43046,(740)467-2216,Suburb: Small,No,260,14.50,17.93,111,25,–,Regular,Open
390469002695,6,12,Millersport Jr/Sr High School,Walnut Township Local,Fairfield County,11850 Lancaster St,Millersport,OH,43046,(740)467-2929,Suburb: Small,No,229,19.01,12.05,88,24,–,Regular,Open
390443701300,KG,5,Millridge Elementary School,Mayfield City,Cuyahoga County,962 Millridge Rd,Cleveland,OH,44143,(440)995-7250,Suburb: Large,No,595,33.00,18.03,95,25,–,Regular,Open
390456702329,KG,6,Mills Lawn Elementary School,Yellow Springs Exempted Village,Greene County,200 S Walnut St,Yellow Springs,OH,45387,(937)767-7217,Town: Fringe,No,300,19.00,15.79,64,7,–,Regular,Open
391000005842,9,12,Millstream Career Center,Findlay City,Hancock County,1150 Broad Ave,Findlay,OH,45840,(419)425-8293,Town: Distant,No,0,0.00,†,†,†,†,Vocational,Open
390455102260,KG,5,Milton-Union Elementary School,Milton-Union Exempted Village,Miami County,7620 Milton Potsdam Rd,West Milton,OH,45383,(937)884-7920,Rural: Fringe,No,609,42.00,14.50,–,–,3,Regular,Open
390455102259,9,12,Milton-Union High School,Milton-Union Exempted Village,Miami County,7640 Milton Potsdam Rd,West Milton,OH,45383,(937)884-7940,Rural: Fringe,No,383,22.89,16.73,323,57,–,Regular,Open
390455102258,6,8,Milton-Union Middle School,Milton-Union Exempted Village,Miami County,7630 Milton Potsdam Rd,West Milton,OH,45383,(937)884-7930,Rural: Fringe,No,349,25.00,13.96,–,–,3,Regular,Open
390502503889,7,12,Mineral Ridge High School,Weathersfield Local,Trumbull County,1334 Seaborn St,Mineral Ridge,OH,44440,(330)652-1451,Suburb: Large,No,430,28.00,15.36,144,21,–,Regular,Open
390498903736,KG,5,Minerva Elementary School,Minerva Local,Stark County,130 Bonnieview Ave,Minerva,OH,44657,(330)868-4011,Town: Fringe,No,814,†,†,318,49,–,Regular,Open
390450410841,KG,5,Minerva France Elementary School,Westerville City,Franklin County,4990 Farview Rd,Columbus,OH,43231,(614)797-7500,Suburb: Large,No,530,25.45,20.83,274,51,–,Regular,Open
390498903737,9,12,Minerva High School,Minerva Local,Stark County,501 Almeda Ave,Minerva,OH,44657,(330)868-4134,Town: Fringe,No,430,†,†,208,38,–,Regular,Open
390498903735,6,8,Minerva Middle School,Minerva Local,Stark County,600 E Line St,Minerva,OH,44657,(330)868-4497,Town: Fringe,No,443,†,†,160,29,–,Regular,Open
390450410865,6,8,Minerva Park Middle School,Westerville City,†,5002 Farview Rd,Columbus,OH,43231,(614)797-5700,N,No,†,†,†,†,†,†,Regular,New
390501603859,3,5,Mines Elementary School,Howland Local,Trumbull County,850 Howland Wilson Rd NE,Warren,OH,44484,(330)856-8270,Suburb: Large,No,330,23.50,14.04,113,22,–,Regular,Open
390496203649,9,12,Minford High School,Minford Local,Scioto County,PO Box 204,Minford,OH,45653,(740)820-3445,Rural: Distant,No,372,15.00,24.80,107,24,–,Regular,Open
390496203650,4,8,Minford Middle School,Minford Local,Scioto County,PO Box 204,Minford,OH,45653,(740)820-2181,Rural: Distant,No,475,25.00,19.00,–,–,3,Regular,Open
390496203651,PK,3,Minford Primary Elementary School,Minford Local,Scioto County,PO Box 204,Minford,OH,45653,(740)820-2287,Rural: Distant,No,414,18.00,23.00,350,61,–,Regular,Open
390459404582,KG,6,Minster Elementary School,Minster Local,Auglaize County,50 E 7th St,Minster,OH,45865,(419)628-4174,Town: Distant,No,459,26.10,17.59,29,11,–,Regular,Open
390459402388,7,12,Minster Jr/Sr High School,Minster Local,Auglaize County,100 E 7th St,Minster,OH,45865,(419)628-2324,Town: Distant,No,388,22.20,17.48,23,14,–,Regular,Open
390466702618,KG,6,Mississinawa Valley Elementary School,Mississinawa Valley Local,Darke County,10480 Staudt Rd,Union City,OH,45390,(937)968-4464,Rural: Fringe,No,316,25.00,12.64,274,39,–,Regular,Open
390466702619,7,12,Mississinawa Valley JR/SR High School,Mississinawa Valley Local,Darke County,10480 Staudt Rd,Union City,OH,45390,(937)968-4464,Rural: Fringe,No,280,19.70,14.21,–,–,3,Regular,Open
390466705897,PK,PK,Mississinawa Valley Preschool,Mississinawa Valley Local,Darke County,1469 State Route 47 E,Union City,OH,45390,(937)968-5656,Rural: Fringe,No,51,0.00,†,–,–,3,Regular,Open
390500303806,9,12,Mogadore High School,Mogadore Local,Summit County,130 S Cleveland Ave,Mogadore,OH,44260,(330)628-9943,Suburb: Large,No,221,24.25,9.11,96,0,–,Regular,Open
390500303514,7,8,Mogadore Junior High School,Mogadore Local,Summit County,130 S Cleveland Ave,Mogadore,OH,44260,(330)628-9943,Suburb: Large,No,134,7.50,17.87,–,–,3,Regular,Open
390507404050,PK,6,Mohawk Elementary School,Mohawk Local,Wyandot County,605 State Highway 231,Sycamore,OH,44882,(419)927-2595,Rural: Distant,No,485,25.00,19.40,–,–,3,Regular,Open
390507404049,7,12,Mohawk High School,Mohawk Local,Wyandot County,605 State Highway 231,Sycamore,OH,44882,(419)927-6222,Rural: Distant,No,375,25.00,15.00,144,40,–,Regular,Open
390438000686,PK,6,Moler Elementary School,Columbus City Schools District,Franklin County,1201 Moler Rd,Columbus,OH,43207,(614)365-5529,City: Large,No,303,19.00,15.95,–,–,266,Regular,Open
390482303165,KG,6,Monac Elementary School,Washington Local,Lucas County,3845 Clawson Ave,Toledo,OH,43623,(419)473-8289,City: Large,No,473,23.65,20.00,177,44,–,Regular,Open
390482003146,KG,4,Monclova Elementary School,Anthony Wayne Local,Lucas County,PO Box 108,Monclova,OH,43542,(419)865-9408,Suburb: Large,No,492,23.00,21.39,40,10,–,Regular,Open
390473602858,KG,5,Monfort Heights Elementary School,Northwest Local,Hamilton County,3711 W Fork Rd,Cincinnati,OH,45247,(513)389-1570,Suburb: Large,No,494,30.65,16.12,183,40,–,Regular,Open
390486503340,9,12,Monroe Central High School,Switzerland of Ohio Local,Monroe County,469 Lewisville Rd,Woodsfield,OH,43793,(740)472-0414,Rural: Distant,No,229,21.80,10.50,83,11,–,Regular,Open
390482603179,PK,4,Monroe Elementary School,Jonathan Alder Local,Madison County,5000 State Route 38 NW,London,OH,43140,(614)873-8503,Rural: Distant,No,231,14.70,15.71,106,20,–,Regular,Open
390455502273,PK,5,Monroe Elementary School,New Richmond Exempted Village,Clermont County,2117 Laurel Lindale Rd,New Richmond,OH,45157,(513)553-3183,Rural: Fringe,No,561,27.00,20.78,181,23,–,Regular,Open
390009403635,2,6,Monroe Elementary School,Monroe Local,Butler County,230 Yankee Rd,Monroe,OH,45050,(513)539-8101,Suburb: Large,No,"1,091",50.00,21.82,240,48,–,Regular,Open
390009403602,9,12,Monroe High School,Monroe Local,Butler County,220 Yankee Rd,Monroe,OH,45050,(513)539-8471,Suburb: Large,No,860,35.00,24.57,231,47,–,Regular,Open
390009405926,7,8,Monroe Junior High School,Monroe Local,Butler County,220 Yankee Rd,Monroe,OH,45050,(513)539-8471,Suburb: Large,No,421,20.50,20.54,–,–,3,Regular,Open
390059405085,KG,8,Monroe Preparatory Academy,Monroe Preparatory Academy,Erie County,328 E Monroe St,Sandusky,OH,44870,(567)998-7522,Town: Distant,Yes,188,15.00,12.53,–,–,148,Regular,Open
390009405409,PK,1,Monroe Primary School,Monroe Local,Butler County,225 Macready Ave,Monroe,OH,45050,(513)360-0700,Suburb: Large,No,473,23.00,20.57,119,24,–,Regular,Open
390477102951,PK,6,Monroeville Elementary School,Monroeville Local,Huron County,101 West St,Monroeville,OH,44847,(419)465-2533,Town: Distant,No,297,17.00,17.47,–,–,3,Regular,Open
390477102952,7,12,Monroeville High School,Monroeville Local,Huron County,101 West St,Monroeville,OH,44847,(419)465-2531,Town: Distant,No,275,20.50,13.41,126,32,–,Regular,Open
390448001666,KG,4,Monterey Elementary School,South-Western City,Franklin County,3811 Hoover Rd,Grove City,OH,43123,(614)801-8250,Suburb: Large,No,426,21.55,19.77,134,50,–,Regular,Open
390448601740,KG,4,Montgomery Elementary School,Sycamore Community City,Hamilton County,9609 Montgomery Rd,Cincinnati,OH,45242,(513)686-1730,Suburb: Large,No,517,28.00,18.46,20,5,–,Regular,Open
390160405980,KG,8,Montgomery Preparatory Academy,Montgomery Preparatory Academy,Montgomery County,2745 S Smithville Rd,Dayton,OH,45420,(937)991-2900,City: Midsize,Yes,254,14.00,18.14,–,–,147,Regular,Open
390487503389,KG,6,Monticello Elementary School,Huber Heights City,Montgomery County,6523 Alter Rd,Huber Heights,OH,45424,(937)237-6360,Suburb: Large,No,583,31.81,18.33,229,47,–,Regular,Open
390437900573,6,8,Monticello Middle School,Cleveland Heights-University Heights City,Cuyahoga County,3665 MONTICELLO BLVD,CLEVELAND HEIGHTS,OH,44121,(216)371-6520,Suburb: Large,No,532,45.00,11.82,–,–,285,Regular,Open
390455202261,PK,6,Montpelier Elementary School,Montpelier Exempted Village,Williams County,1015 E Brown Rd,Montpelier,OH,43543,(419)485-6700,Rural: Fringe,No,466,27.00,17.26,–,–,3,Regular,Open
390455202262,5,12,Montpelier High School,Montpelier Exempted Village,Williams County,1015 E Brown Rd,Montpelier,OH,43543,(419)485-6700,Rural: Fringe,No,325,35.00,9.29,–,–,3,Regular,Open
390436200184,PK,5,Montrose Elementary School,Bexley City,Franklin County,372 Centab Dr,Columbus,OH,43203,(614)237-4226,Suburb: Large,No,335,22.10,15.16,34,2,–,Regular,Open
391001604592,KG,5,Moreland Hills Elementary School,Orange City,Cuyahoga County,32000 Chagrin Blvd,Pepper Pike,OH,44124,(216)831-8600,Suburb: Large,No,919,53.00,17.34,74,11,–,Regular,Open
390461402450,PK,3,Morgan Elementary School,Ross Local,Butler County,3427 Chapel Rd,Hamilton,OH,45013,(513)738-1986,Rural: Fringe,No,408,19.25,21.19,52,24,–,Regular,Open
390487703401,9,12,Morgan High School,Morgan Local,Morgan County,800 Raider Dr,Mc Connelsville,OH,43756,(740)962-2944,Rural: Fringe,No,519,44.00,11.80,125,30,–,Regular,Open
390487704643,7,8,Morgan Junior High School,Morgan Local,Morgan County,820 Raider Dr,Mc Connelsville,OH,43756,(740)962-2833,Rural: Fringe,No,257,18.00,14.28,100,50,–,Regular,Open
390435200101,PK,3,Morrison Gordon Elementary School,Athens City,Athens County,793 W Union St,Athens,OH,45701,(740)593-5445,Town: Distant,No,385,17.49,22.01,157,23,–,Regular,Open
390449501879,6,8,Morton Middle School,Vandalia-Butler City,Montgomery County,8555 Peters Pike,Vandalia,OH,45377,(937)415-6600,Rural: Fringe,No,715,41.80,17.11,176,34,–,Regular,Open
391004910867,KG,1,Mosaic Classical Academy,Mosaic Classical Academy,†,860 Orchard Street,Toledo,OH,43609,(419)517-6221,N,Yes,†,†,†,†,†,†,Regular,New
390437800518,PK,8,Mound Elementary School,Cleveland Municipal,Cuyahoga County,5935 Ackley Rd,Cleveland,OH,44105,(216)838-1650,City: Large,No,365,19.00,19.21,–,–,362,Regular,Open
390443901315,KG,5,Mound Elementary School,Miamisburg City,Montgomery County,1108 Range Ave,Miamisburg,OH,45342,(937)866-4641,Suburb: Large,No,303,13.80,21.96,73,19,–,Regular,Open
390438406037,9,12,Mound Street Academy,Dayton City,Montgomery County,354 MOUND ST,DAYTON,OH,45402,(937)542-3000,City: Midsize,No,121,9.00,13.44,–,–,77,Regular,Open
390160505969,KG,12,Mount Auburn Preparatory Academy,Mount Auburn Preparatory Academy,Hamilton County,244 Southern Ave,Cincinnati,OH,45219,(513)975-3391,City: Large,Yes,433,20.50,21.12,–,–,191,Regular,Open
390505803999,KG,6,Mount Eaton Elementary School,Southeast Local,Wayne County,PO Box 268,Mount Eaton,OH,44659,(330)857-5313,Rural: Fringe,No,128,7.00,18.29,14,25,–,Regular,Open
391001201356,9,12,Mount Vernon High School,Mount Vernon City,Knox County,300 YELLOW JACKET DRIVE,Mount Vernon,OH,43050,(740)393-5900,Town: Distant,No,"1,036",54.30,19.08,384,36,–,Regular,Open
391001201357,6,8,Mount Vernon Middle School,Mount Vernon City,Knox County,302 YELLOW JACKET DRIVE,Mount Vernon,OH,43050,(740)392-6867,Town: Distant,No,836,49.40,16.92,320,35,–,Regular,Open
390460600427,5,8,Mt Orab Middle School,Western Brown Local,Brown County,472 W Main St,Mount Orab,OH,45154,(937)444-2529,Town: Fringe,No,610,34.08,17.90,237,53,–,Regular,Open
390455302266,9,12,Mt Gilead High School,Mount Gilead Exempted Village,Morrow County,338 Park Ave,Mount Gilead,OH,43338,(419)947-6065,Town: Distant,No,283,21.00,13.48,100,22,–,Regular,Open
390455302267,6,8,Mt Gilead Middle School,Mount Gilead Exempted Village,Morrow County,324 W Park Ave,Mount Gilead,OH,43338,(419)947-9517,Town: Distant,No,243,17.00,14.29,75,26,–,Regular,Open
390444101346,9,12,Mt Healthy High School,Mt Healthy City,Hamilton County,8101 Hamilton Ave,Cincinnati,OH,45231,(513)729-0130,Suburb: Large,No,828,54.00,15.33,–,–,463,Regular,Open
390444101350,7,8,Mt Healthy Junior High School,Mt Healthy City,Hamilton County,8101 Hamilton Ave,Cincinnati,OH,45231,(513)729-0130,Suburb: Large,No,457,33.00,13.85,–,–,286,Regular,Open
390476802940,KG,8,Mt Hope Elementary School,East Holmes Local,Holmes County,8242 State Route 241,Mt. Hope,OH,44660,(330)674-0418,Rural: Distant,No,80,6.53,12.25,4,5,–,Regular,Open
390460602417,KG,4,Mt Orab Primary Elementary School,Western Brown Local,Brown County,474 W Main St,Mount Orab,OH,45154,(937)444-2528,Town: Fringe,No,747,38.00,19.66,321,78,–,Regular,Open
390437500351,PK,6,Mt. Airy School,Cincinnati Public Schools,Hamilton County,5730 Colerain Ave,Cincinnati,OH,45239,(513)363-3700,City: Large,No,569,30.88,18.43,–,–,403,Regular,Open
390444106219,PK,KG,Mt. Healthy Early Learning Center,Mt Healthy City,Hamilton County,1310 Adams Road,Mount Healthy,OH,45231,(513)742-6020,Suburb: Large,No,282,9.00,31.33,–,–,141,Regular,Open
390444101347,1,6,Mt. Healthy North Elementary School,Mt Healthy City,Hamilton County,2170 Struble Rd,Cincinnati,OH,45231,(513)742-6004,Suburb: Large,No,624,45.00,13.87,–,–,406,Regular,Open
390057505067,KG,8,Mt. Healthy Preparatory and Fitness Academy,Mt. Healthy Preparatory and Fitness Academy,Hamilton County,7601 Harrison Ave,Cincinnati,OH,45231,(513)587-6280,Suburb: Large,Yes,177,19.62,9.02,–,–,99,Regular,Open
390444101345,1,6,Mt. Healthy South Elementary School,Mt Healthy City,Hamilton County,1743 Adams Rd,Cincinnati,OH,45231,(513)728-4683,Suburb: Large,No,651,47.00,13.85,–,–,391,Regular,Open
390444110844,2,12,MT. HEALTHY VIRTUAL ACADEMY,Mt Healthy City,Hamilton County,7615 Harrison Ave,Mount Healthy,OH,45231,(513)728-4989,Suburb: Large,No,71,0.00,†,–,–,3,Regular,Open
390437405981,PK,PK,Mt. Logan Early Childhood Center,Chillicothe City,Ross County,841 E Main St,Chillicothe,OH,45601,(740)773-2638,Town: Distant,No,123,6.00,20.50,–,–,41,Regular,Open
390442001130,KG,5,Mt. Pleasant Elementary School,Lancaster City,Fairfield County,712 N Broad St,Lancaster,OH,43130,(740)687-7338,Town: Distant,No,504,25.20,20.00,244,53,–,Regular,Open
390437500352,PK,7,Mt. Washington School,Cincinnati Public Schools,Hamilton County,1730 Mears Ave,Cincinnati,OH,45230,(513)363-3800,City: Large,No,311,20.85,14.92,–,–,172,Regular,Open
390455004576,KG,6,Mulberry Elementary School,Milford Exempted Village,Clermont County,5950 Buckwheat Rd,Milford,OH,45150,(513)722-3588,Suburb: Large,No,461,21.50,21.44,117,26,–,Regular,Open
390471802793,1,3,Munson Elementary School,Chardon Local,Geauga County,12687 Bass Lake Rd,Chardon,OH,44024,(440)286-5901,Rural: Fringe,No,266,14.00,19.00,50,13,–,Regular,Open
390448401726,KG,5,Muraski Elementary School,Strongsville City,Cuyahoga County,20270 Royalton Rd,Strongsville,OH,44149,(440)572-7160,Suburb: Large,No,511,27.40,18.65,74,21,–,Regular,Open
390473402704,7,8,Nagel Middle School,Forest Hills Local,Hamilton County,1500 Nagel Rd,Cincinnati,OH,45255,(513)474-5407,Suburb: Large,No,"1,055",56.40,18.71,115,23,–,Regular,Open
390444301361,PK,6,Napoleon Elementary School,Napoleon Area City,Henry County,725 Westmoreland Ave,Napoleon,OH,43545,(419)599-1851,Rural: Fringe,No,975,57.00,17.11,265,96,–,Regular,Open
390444301364,7,12,Napoleon Junior/Senior High School,Napoleon Area City,Henry County,701 Briarheath Ave Ste 123,Napoleon,OH,43545,(419)599-1050,Town: Distant,No,787,51.60,15.25,183,57,–,Regular,Open
390488703437,KG,6,Nashport Elementary School,Tri-Valley Local,Muskingum County,3775 Creamery Rd,Nashport,OH,43830,(740)452-3977,Town: Distant,No,589,26.00,22.65,147,23,–,Regular,Open
390476902948,KG,2,Nashville Elementary School,West Holmes Local,Holmes County,13495 State Route 39,Big Prairie,OH,44611,(330)378-2111,Rural: Distant,No,102,6.00,17.00,34,11,–,Regular,Open
